woche,lfd,gewicht,date,location_size,Bundesland,West/East,Gender,Age,Education,Job,Household size,NumberofPerson>14,party preference,Eligible to vote,HH Income,난민에 관한 우려,단기적 난민 수용 인식,장기적 난민 수용 인식,난민문제에 대한 정부인식
KW 25 - Juni,33866998,",848675",2016/06/20,50000 bis 100000,Sachsen-Anhalt,Ost,w,56,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,33868911,",416983",2016/06/20,50000 bis 100000,Sachsen-Anhalt,Ost,m,68,Mittlerer Bildungsabschl,nein,zwei,zwei,CDU/CSU,ja,1500 bis unter 2000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,33891627,",719213",2016/06/20,20000 bis 50000,Sachsen-Anhalt,Ost,w,89,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,33913308,",720047",2016/06/20,100000 bis 500000,Sachsen-Anhalt,Ost,w,59,Mittlerer Bildungsabschl,ja,zwei,zwei,CDU/CSU,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,34044288,",334714",2016/06/20,5000 bis 20000,Sachsen-Anhalt,Ost,m,28,Mittlerer Bildungsabschl,ja,fuenf und mehr,fuenf und mehr,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,34062732,"1,457366",2016/06/20,20000 bis 50000,Sachsen-Anhalt,Ost,m,51,Mittlerer Bildungsabschl,ja,drei,zwei,FDP,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 25 - Juni,34143708,",462559",2016/06/20,5000 bis 20000,Sachsen-Anhalt,Ost,w,78,Mittlerer Bildungsabschl,nein,eine Person,eine Person,CDU/CSU,ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,34295629,",092029",2016/06/20,100000 bis 500000,Thüringen,Ost,m,62,Studium,ja,drei,zwei,AfD,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,34353740,",132383",2016/06/20,100000 bis 500000,Thüringen,Ost,m,87,Mittlerer Bildungsabschl,nein,eine Person,eine Person,SPD,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,34378973,",288046",2016/06/20,100000 bis 500000,Thüringen,Ost,m,71,Mittlerer Bildungsabschl,nein,eine Person,eine Person,SPD,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,34468944,"1,072282",2016/06/20,20000 bis 50000,Thüringen,Ost,m,54,Mittlerer Bildungsabschl,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 25 - Juni,34485165,",552078",2016/06/20,50000 bis 100000,Thüringen,Ost,m,38,Studium,ja,vier,zwei,"Bündnis `90, Die Grünen",ja,3500 bis unter 4000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,34510538,",432603",2016/06/20,bis 2000,Thüringen,Ost,w,72,Studium,nein,zwei,zwei,CDU/CSU,ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 25 - Juni,34841532,"1,072282",2016/06/20,50000 bis 100000,Thüringen,Ost,m,54,Mittlerer Bildungsabschl,ja,zwei,zwei,sonstige,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,"weiß nicht, keine Angabe"
KW 25 - Juni,34889909,",922242",2016/06/20,20000 bis 50000,Thüringen,Ost,w,58,Studium,ja,zwei,zwei,SPD,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,34930466,"2,167128",2016/06/20,5000 bis 20000,Thüringen,Ost,w,57,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,35015286,"2,22363",2016/06/20,20000 bis 50000,Thüringen,Ost,w,71,"Volks-, Hauptschule",nein,zwei,zwei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,"weiß nicht, keine Angabe","weiß nicht, keine Angabe",kommt eher nicht voran
KW 25 - Juni,35044340,"2,22363",2016/06/20,50000 bis 100000,Thüringen,Ost,w,85,"Volks-, Hauptschule",nein,zwei,zwei,AfD,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,118737,",371638",2016/07/13,100000 bis 500000,Schleswig-Holstein,West,w,72,Abitur,nein,eine Person,eine Person,CDU/CSU,ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 29 - Juli,132154,",382943",2016/07/13,100000 bis 500000,Schleswig-Holstein,West,m,76,Abitur,nein,eine Person,eine Person,SPD,ja,1500 bis unter 2000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,223900,",371253",2016/07/13,100000 bis 500000,Schleswig-Holstein,West,w,71,Mittlerer Bildungsabschl,nein,eine Person,eine Person,SPD,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,324352,"2,154836",2016/07/13,5000 bis 20000,Schleswig-Holstein,West,w,44,Mittlerer Bildungsabschl,ja,zwei,eine Person,"weiß nicht, keine Angabe",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,338806,",599706",2016/07/13,20000 bis 50000,Schleswig-Holstein,West,m,68,Studium,nein,zwei,zwei,SPD,ja,5000 Euro und mehr,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,667586,"3,756723",2016/07/13,500000 und mehr,Schleswig-Holstein,West,w,15,Schüler,nein,fuenf und mehr,fuenf und mehr, , ,keine Angabe,mache mir Sorgen,"eher Vorteile,","weiß nicht, keine Angabe",kommt eher nicht voran
KW 29 - Juli,709317,"1,730356",2016/07/13,500000 und mehr,Schleswig-Holstein,West,w,37,Mittlerer Bildungsabschl,ja,vier,zwei, ,nein,1500 bis unter 2000,mache mir Sorgen,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,788239,"1,801061",2016/07/13,100000 bis 500000,Schleswig-Holstein,West,w,60,"Volks-, Hauptschule",nein,eine Person,eine Person,würde nicht wählen,ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,987358,",331826",2016/07/13,50000 bis 100000,Schleswig-Holstein,West,w,56,Studium,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,989573,",973659",2016/07/13,50000 bis 100000,Schleswig-Holstein,West,m,47,Mittlerer Bildungsabschl,ja,drei,drei,SPD,ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,1047239,"2,387931",2016/07/13,bis 2000,Schleswig-Holstein,West,m,22,Mittlerer Bildungsabschl,ja,vier,vier,AfD,ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,1360392,"2,26403",2016/07/13,500000 und mehr,Hamburg,West,w,17,Schüler,nein,zwei,zwei, ,keine Angabe,keine Angabe,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,","weiß nicht, keine Angabe"
KW 29 - Juli,1585023,",214713",2016/07/13,500000 und mehr,Hamburg,West,w,88,Mittlerer Bildungsabschl,nein,eine Person,eine Person,CDU/CSU,ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 29 - Juli,1586943,"1,158814",2016/07/13,500000 und mehr,Hamburg,West,w,29,Schüler,nein,drei,eine Person,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,1631784,",757897",2016/07/13,500000 und mehr,Hamburg,West,m,41,Mittlerer Bildungsabschl,ja,zwei,zwei,sonstige,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,1892867,",561648",2016/07/13,500000 und mehr,Hamburg,West,m,47,Mittlerer Bildungsabschl,nein,eine Person,eine Person,CDU/CSU,ja,1500 bis unter 2000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 29 - Juli,1920445,"1,014585",2016/07/13,500000 und mehr,Hamburg,West,m,74,"Volks-, Hauptschule",nein,zwei,zwei,SPD,ja,1000 bis unter 1500,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,1924723,",314819",2016/07/13,500000 und mehr,Hamburg,West,m,18,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 29 - Juli,1957021,",254748",2016/07/13,500000 und mehr,Hamburg,West,w,42,Abitur,ja,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,1990212,",715938",2016/07/13,500000 und mehr,Hamburg,West,m,33,Abitur,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,2089632,",315439",2016/07/13,500000 und mehr,Hamburg,West,w,55,Mittlerer Bildungsabschl,nein,eine Person,eine Person,CDU/CSU,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,2119713,",21794",2016/07/13,500000 und mehr,Hamburg,West,w,43,Studium,ja,zwei,zwei,SPD,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,2123841,"1,309046",2016/07/13,500000 und mehr,Hamburg,West,w,17,Mittlerer Bildungsabschl,nein,drei,drei, ,nein,4000 bis unter 5000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,2240231,"1,424942",2016/07/13,100000 bis 500000,Niedersachsen,West,w,21,Mittlerer Bildungsabschl,nein,vier,vier,"Bündnis `90, Die Grünen",ja,1000 bis unter 1500,mache mir keine Sorgen,"eher Vorteile,",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,2247162,",95387",2016/07/13,100000 bis 500000,Niedersachsen,West,w,79,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,2276367,",789009",2016/07/13,100000 bis 500000,Niedersachsen,West,m,38,Abitur,ja,vier,zwei,Die Linke,ja,3000 bis unter 3500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,2278287,",7052",2016/07/13,100000 bis 500000,Niedersachsen,West,m,77,Studium,nein,zwei,zwei,SPD,ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,","weiß nicht, keine Angabe"
KW 29 - Juli,2303945,",7052",2016/07/13,100000 bis 500000,Niedersachsen,West,m,73,Studium,nein,zwei,zwei,"Bündnis `90, Die Grünen",ja,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,2390380,"1,377834",2016/07/13,100000 bis 500000,Niedersachsen,West,w,51,Mittlerer Bildungsabschl,nein,zwei,zwei,"Bündnis `90, Die Grünen",ja,3500 bis unter 4000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,2526814,"3,374814",2016/07/13,100000 bis 500000,Niedersachsen,West,m,57,"Volks-, Hauptschule",ja,vier,vier,AfD,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,2575489,",118009",2016/07/13,20000 bis 50000,Niedersachsen,West,w,48,Studium,ja,eine Person,eine Person,CDU/CSU,ja,3000 bis unter 3500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,2583899,"1,695588",2016/07/13,50000 bis 100000,Niedersachsen,West,m,79,"Volks-, Hauptschule",nein,drei,drei, ,nein,keine Angabe,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,","weiß nicht, keine Angabe"
KW 29 - Juli,2625647,",520034",2016/07/13,50000 bis 100000,Niedersachsen,West,m,77,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher voran
KW 29 - Juli,2882440,"1,671696",2016/07/13,500000 und mehr,Niedersachsen,West,w,33,Abitur,ja,zwei,zwei,SPD,ja,4000 bis unter 5000,mache mir keine Sorgen,"eher Vorteile,",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,2954267,",681402",2016/07/13,500000 und mehr,Niedersachsen,West,m,76,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,3025065,",311178",2016/07/13,500000 und mehr,Niedersachsen,West,m,68,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,2000 bis unter 2500,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,3280983,",581227",2016/07/13,500000 und mehr,Niedersachsen,West,w,57,Abitur,ja,zwei,zwei,SPD,ja,3500 bis unter 4000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 29 - Juli,3358279,",321555",2016/07/13,500000 und mehr,Niedersachsen,West,w,50,Studium,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,3360050,",368459",2016/07/13,500000 und mehr,Niedersachsen,West,m,74,Studium,nein,zwei,zwei,AfD,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3488080,"1,258852",2016/07/13,5000 bis 20000,Niedersachsen,West,w,54,Mittlerer Bildungsabschl,ja,vier,vier,"Bündnis `90, Die Grünen",ja,4000 bis unter 5000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 29 - Juli,3575692,",285037",2016/07/13,20000 bis 50000,Niedersachsen,West,m,54,Mittlerer Bildungsabschl,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,3669253,",476817",2016/07/13,500000 und mehr,Bayern,West,m,54,Studium,ja,eine Person,eine Person,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,3670491,",271298",2016/07/13,50000 bis 100000,Baden-Württemberg,West,m,27,Studium,ja,drei,drei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 29 - Juli,3672464,"1,259614",2016/07/13,20000 bis 50000,Rheinland-Pfalz,West,m,53,"Volks-, Hauptschule",ja,eine Person,eine Person, ,nein,keine Angabe,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 29 - Juli,3673333,"4,521303",2016/07/13,500000 und mehr,Niedersachsen,West,w,79,"Volks-, Hauptschule",nein,eine Person,eine Person,CDU/CSU,ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3673373,",668159",2016/07/13,100000 bis 500000,Bayern,West,m,28,Mittlerer Bildungsabschl,ja,drei,drei,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3679349,"3,921394",2016/07/13,100000 bis 500000,Bayern,West,w,50,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,3680234,",835317",2016/07/13,20000 bis 50000,Thüringen,Ost,m,46,Abitur,ja,drei,drei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3681138,",492587",2016/07/13,500000 und mehr,Nordrhein-Westfalen,West,m,44,Mittlerer Bildungsabschl,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3681383,"2,340077",2016/07/13,500000 und mehr,Bayern,West,m,24,Abitur,nein,eine Person,eine Person,CDU/CSU,ja,500 bis unter 1000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 29 - Juli,3681686,"1,265494",2016/07/13,100000 bis 500000,Nordrhein-Westfalen,West,w,23,"Volks-, Hauptschule",nein,vier,eine Person,AfD,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3681876,"1,316415",2016/07/13,100000 bis 500000,Sachsen-Anhalt,Ost,w,31,"Volks-, Hauptschule",ja,eine Person,eine Person,SPD,ja,unter 500 Euro,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 29 - Juli,3682185,"5,291084",2016/07/13,20000 bis 50000,Thüringen,Ost,m,31,Studium,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3682618,",302399",2016/07/13,5000 bis 20000,Niedersachsen,West,w,53,Studium,ja,vier,drei,CDU/CSU,ja,5000 Euro und mehr,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher voran
KW 29 - Juli,3683785,",994872",2016/07/13,50000 bis 100000,Rheinland-Pfalz,West,m,45,Abitur,ja,vier,drei, ,nein,1500 bis unter 2000,mache mir keine Sorgen,"eher Vorteile,",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,3683926,"1,517915",2016/07/13,50000 bis 100000,Bayern,West,m,57,"Volks-, Hauptschule",ja,zwei,zwei,AfD,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3685945,"1,408412",2016/07/13,500000 und mehr,Berlin,West,m,26,Mittlerer Bildungsabschl,ja,eine Person,eine Person, ,nein,unter 500 Euro,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 29 - Juli,3686357,",441756",2016/07/13,100000 bis 500000,Sachsen-Anhalt,Ost,m,25,Abitur,nein,eine Person,eine Person,CDU/CSU,ja,3000 bis unter 3500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,3686412,",780641",2016/07/13,500000 und mehr,Baden-Württemberg,West,w,27,Studium,ja,zwei,zwei,würde nicht wählen,ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,3686489,",31794",2016/07/13,100000 bis 500000,Schleswig-Holstein,West,w,74,Studium,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3686842,",395334",2016/07/13,100000 bis 500000,Bayern,West,m,23,Studium,nein,vier,vier,"weiß nicht, keine Angabe",ja,keine Angabe,"weiß nicht, keine Angabe",eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 29 - Juli,3686880,"1,42497",2016/07/13,500000 und mehr,Berlin,West,m,23,Abitur,nein,zwei,zwei,Die Linke,ja,500 bis unter 1000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,3687153,"1,395672",2016/07/13,500000 und mehr,Hessen,West,w,20,Abitur,ja,drei,drei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 29 - Juli,3687405,",865985",2016/07/13,500000 und mehr,Bayern,West,w,49,Studium,ja,drei,drei,SPD,ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 29 - Juli,3689184,"5,606067",2016/07/13,500000 und mehr,Nordrhein-Westfalen,West,m,54,"Volks-, Hauptschule",ja,vier,drei,würde nicht wählen,ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 29 - Juli,3689889,"4,604928",2016/07/13,20000 bis 50000,Brandenburg,Ost,m,42,"Volks-, Hauptschule",ja,zwei,zwei, ,nein,1000 bis unter 1500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
